10
22 67
28 41 85
81 86 91
81 84 13
22 26 62
1 37 86
40 41 89
3 86 37
12 59 35
40 58 56
10 32 63
36 66 57
10 38 50
83 85 88
22 66 87
30 58 21
21 28 35
68 81 48
33 63 47
14 24 91
14 68 65
39 86 25
29 69 7
26 70 14
26 81 71
24 77 68
26 36 45
70 91 83
25 89 62
20 80 89
22 71 59
24 56 36
25 48 39
8 39 26
38 49 9
4 42 43
13 77 16
25 63 57
63 91 1
28 31 26
26 28 12
63 81 10
26 83 19
10 54 75
73 88 41
50 67 57
34 77 69
71 87 97
15 73 17
37 77 51
46 50 3
5 70 58
61 75 66
34 46 79
9 87 78
58 68 43
1 20 14
71 91 45
53 56 26
29 38 51
13 79 80
35 49 39
8 13 15
21 49 32
14 51 77
51 72 13
10 70 26
37 85 52
6 85 2
12 16 17
62 78 3
60 89 64
49 88 44
15 53 4
18 47 7
17 63 13
44 90 81
15 41 89
24 71 61
21 77 73
70 75 54
37 53 47
39 90 29
11 48 98
44 91 71
29 86 18
72 83 1
62 75 50
35 89 69
54 82 68
13 66 4
40 62 20
70 83 58
56 82 28
53 62 49
19 20 92
36 88 1
10 36 79
27 30 54
1 60 61
2 83 84
8 16 20
28 29 84
26 87 28
44 47 10
16 85 64
42 76 96
11 76 73
35 90 42
53 59 66
33 64 23
2 9 79
24 36 31
22 32 25
18 70 10
51 88 66
11 25 54
44 61 1
9 69 93
45 86 48
47 89 70
6 79 35
8 78 9
4 54 24
22 65 66
26 73 9
84 88 39
1 47 1
49 73 7
9 56 39
78 84 16
12 91 59
46 59 18
18 79 48
20 86 37
5 68 61
25 70 12
14 28 3
16 23 64
78 86 44
65 74 14
32 88 99
14 62 35
61 70 69
69 76 69
10 37 27
49 69 56
34 63 95
21 84 29
20 46 86
21 60 10
7 42 85
21 34 83
38 45 72
54 86 15
37 86 65
44 58 80
14 82 21
69 74 18
70 73 58
8 83 20
28 65 56
18 30 89
20 50 87
1 72 72
64 89 57
43 52 53
20 88 28
7 17 32
5 39 38
4 20 41
9 10 21
35 64 84
20 29 43
60 63 2
54 87 70
70 86 75
50 81 19
50 63 62
26 41 11
29 64 60
57 85 59
5 33 30
49 71 66
32 80 41
25 60 14
54 72 36
39 77 66
38 62 76
34 57 26
41 76 29
41 43 90
49 81 59
3 10 1
69 79 27
9 40 5
80 87 10
71 72 71
57 83 20
45 70 99
38 54 36
70 84 72
55 78 71
63 75 97
34 51 23
44 63 7
16 53 97
30 53 4
33 80 42
14 55 56
43 49 22
3 14 3
6 71 29
20 68 23
34 38 4
29 42 43
35 46 92
17 22 46
5 9 4
26 54 55
39 53 41
34 72 59
2 7 98
2 47 83
47 62 44
42 79 43
54 74 7
30 41 87
30 66 27
35 53 98
16 61 97
19 73 76
20 66 42
72 91 98
83 84 65
65 72 10
39 76 64
28 86 92
37 91 78
19 41 24
23 72 15
28 87 71
27 29 26
78 88 83
52 87 6
37 78 46
2 3 49
22 91 73
33 55 73
69 86 1
1 54 61
43 54 24
44 68 95
26 85 90
67 72 87
75 87 25
45 91 71
42 83 72
30 76 43
11 51 98
63 73 10
69 78 1
10 61 63
64 65 56
35 76 21
4 34 58
21 47 48
23 55 31
48 55 30
55 88 81
29 91 79
50 88 83
34 64 20
46 58 22
11 55 58
1 18 93
16 27 96
22 85 25
47 63 10
66 82 90
28 91 36
37 73 18
49 58 22
37 44 58
56 68 3
48 89 28
40 44 82
52 76 72
76 79 48
47 55 73
26 69 49
67 86 11
51 52 8
17 31 52
4 29 54
2 18 54
9 26 29
29 50 27
56 61 65
19 40 74
38 91 94
45 74 36
55 77 89
15 20 88
35 42 46
35 75 10
19 46 33
21 71 38
9 62 45
11 13 33
73 91 89
53 57 35
82 84 86
17 40 17
22 31 96
21 74 95
14 80 82
8 19 16
24 37 38
58 67 92
8 90 35
9 83 52
27 90 52
5 31 22
17 80 64
8 65 64
86 87 90
54 68 78
22 24 98
6 58 71
18 51 10
41 63 11
1 57 78
39 54 42
78 91 81
51 61 5
5 79 14
22 40 80
20 38 27
49 52 96
50 54 58
16 62 66
33 61 79
12 48 96
46 88 9
59 76 35
13 84 100
1 7 70
68 74 5
10 49 69
11 89 20
38 56 17
24 45 9
7 47 64
41 58 95
65 71 57
15 43 93
63 65 16
39 85 45
3 7 48
48 72 95
14 64 62
5 37 79
15 63 17
26 56 93
39 51 37
24 88 22
33 51 51
11 78 45
46 90 44
30 52 4
37 38 68
63 79 98
32 78 43
15 71 61
24 62 38
7 12 87
3 65 76
41 45 28
6 87 18
24 72 78
34 75 75
18 35 70
20 51 95
19 74 23
40 65 81
19 37 85
40 72 61
22 82 37
9 71 80
50 62 64
19 31 13
44 64 53
39 56 80
11 57 61
31 63 84
21 76 46
10 14 20
51 77 10
13 53 15
78 81 90
9 65 75
65 85 50
56 59 88
12 77 100
85 90 13
42 73 72
54 57 25
62 68 20
44 66 46
21 37 61
10 25 58
42 84 10
24 46 13
19 52 18
54 62 96
3 67 9
47 83 26
76 77 99
1 68 7
32 57 1
81 82 63
29 75 22
5 51 42
32 41 91
61 73 83
47 60 32
17 89 85
72 73 46
40 52 85
44 82 78
12 22 65
12 50 86
19 75 60
41 91 51
58 86 35
33 67 49
23 66 53
12 74 55
40 66 15
56 77 22
82 86 22
9 57 31
9 21 51
10 71 50
25 43 4
48 85 37
9 55 48
64 86 13
10 12 93
53 74 22
1 80 21
8 36 13
19 25 39
33 65 25
24 38 18
70 74 50
2 30 25
3 16 71
35 57 28
23 51 61
18 24 17
54 73 10
20 22 76
14 38 24
45 60 71
11 28 100
6 73 1
67 84 84
32 42 87
48 62 78
73 76 43
12 41 29
48 82 18
24 69 57
8 77 60
36 54 36
40 56 34
14 65 74
7 37 43
58 69 6
22 84 68
10 31 75
37 74 82
50 77 95
10 23 73
54 89 78
27 49 50
4 74 85
28 52 47
52 83 63
34 83 17
43 83 90
1 53 75
64 68 24
15 87 97
28 51 51
54 64 92
9 74 12
50 90 6
8 26 72
50 68 99
12 62 13
23 65 89
30 69 27
13 55 56
51 62 86
9 13 96
86 89 46
25 73 97
7 73 47
42 69 93
20 90 4
45 85 89
37 69 47
16 83 11
80 88 2
15 39 83
13 28 89
34 85 58
83 91 52
36 40 49
38 89 63
14 48 27
16 38 30
5 46 64
61 67 67
35 50 38
31 76 95
4 32 29
38 42 41
46 82 96
55 65 54
1 38 14
52 65 63
19 87 79
66 84 64
37 71 40
32 43 35
6 16 89
36 61 92
21 50 13
32 72 81
34 42 60
40 88 15
32 50 7
41 52 47
11 88 58
32 86 55
33 42 43
27 63 36
37 47 62
35 85 30
31 89 57
23 77 56
26 33 35
68 82 63
66 76 81
31 49 22
59 75 95
12 23 85
6 75 34
45 82 23
22 83 92
17 35 44
24 89 16
12 36 93
55 64 60
37 65 71
65 86 55
6 26 62
2 26 4
13 61 57
15 75 24
44 89 32
33 75 92
37 88 50
3 68 6
34 50 20
61 76 55
23 73 90
6 18 46
4 22 92
17 19 44
27 55 5
15 70 75
50 87 61
10 68 52
44 69 51
13 25 14
60 84 29
24 51 4
60 85 74
39 89 78
65 75 38
44 65 36
53 88 15
21 29 54
29 68 11
34 48 83
30 55 82
21 70 46
24 27 18
3 50 32
10 46 51
9 51 19
21 35 41
63 80 82
60 68 66
27 48 2
57 70 4
80 84 78
44 67 92
5 87 24
31 36 75
59 85 29
43 76 88
34 36 4
68 73 25
17 86 18
50 78 21
6 60 96
40 68 8
46 75 92
28 59 62
4 18 52
27 75 75
5 41 16
20 72 3
2 90 17
32 52 69
26 64 7
22 23 44
34 55 67
47 70 39
41 59 7
56 58 76
21 73 88
4 41 41
19 27 43
21 23 71
88 91 92
33 72 59
31 82 28
72 88 30
54 58 41
42 70 73
32 82 100
33 50 28
11 79 21
5 71 43
56 83 38
11 80 99
3 63 70
9 15 62
51 56 17
65 91 48
4 35 75
41 72 88
36 63 21
14 58 67
16 40 23
39 40 10
41 71 34
89 90 52
43 88 61
33 58 26
60 75 85
16 66 41
50 84 93
47 77 27
5 76 75
18 44 75
27 62 55
6 14 38
50 91 50
64 76 75
4 9 62
16 35 26
45 64 37
10 79 91
40 45 37
7 35 28
20 91 69
17 32 68
28 74 54
30 48 4
44 87 24
24 57 20
53 54 19
16 86 94
40 74 92
32 46 25
8 24 85
46 66 69
24 26 20
19 48 85
18 49 54
12 51 9
41 77 97
23 56 42
46 55 65
22 67 40
55 81 27
33 85 66
38 76 83
2 70 96
49 77 75
14 59 72
36 90 48
31 55 74
66 67 67
16 87 7
26 88 41
25 46 16
22 62 11
32 76 20
33 62 34
2 28 34
22 50 37
16 75 16
13 30 84
24 173
12 17 22
10 16 84
8 11 73
6 17 6
1 20 82
2 4 63
7 18 90
7 12 20
6 16 34
6 8 22
6 22 19
7 15 62
5 13 42
12 18 22
5 9 10
9 23 29
9 18 15
16 18 47
2 7 10
13 14 37
5 11 73
13 23 37
2 22 5
1 16 56
6 20 14
3 18 32
7 24 95
4 19 9
2 6 35
4 21 63
8 18 47
21 23 25
18 20 12
5 6 68
3 11 6
9 14 4
18 24 28
8 9 19
7 22 67
9 22 60
1 14 84
14 24 8
19 24 47
8 19 11
22 23 63
8 13 38
13 16 64
2 17 9
1 4 51
3 19 20
17 22 40
10 23 17
4 9 1
2 12 37
5 10 77
20 24 53
1 6 3
19 21 23
13 19 80
12 13 49
2 15 50
20 23 65
2 18 86
19 23 33
5 8 33
2 10 92
4 13 73
8 14 1
6 15 37
7 14 33
6 13 78
5 19 88
7 23 24
9 16 10
13 21 45
1 23 62
6 19 56
4 23 73
8 23 84
4 20 57
10 15 21
16 20 69
20 22 19
4 11 8
4 12 37
3 12 22
9 21 50
9 13 80
6 7 81
15 24 66
4 15 44
11 17 50
21 22 96
2 14 25
2 11 2
12 23 62
12 24 26
2 20 76
3 9 77
14 17 73
1 8 9
11 16 68
10 11 24
7 19 99
16 23 7
22 24 48
2 3 67
1 2 13
9 11 1
1 17 42
12 15 22
4 7 57
11 23 31
10 21 69
11 19 94
2 16 7
13 20 77
3 17 48
12 21 30
15 19 11
3 5 86
15 17 20
4 18 94
9 15 28
2 21 36
4 24 12
7 17 12
12 20 49
10 24 55
5 14 76
6 21 94
1 19 68
10 20 97
2 23 50
6 18 1
1 15 59
14 21 35
4 22 97
11 18 55
11 21 53
5 24 100
15 18 43
16 21 68
5 20 37
7 13 29
4 6 41
4 14 52
16 22 8
1 7 33
1 10 99
3 7 51
13 24 91
1 9 32
14 22 8
5 15 10
9 24 89
10 17 36
17 23 51
3 15 95
8 15 10
4 5 75
15 21 31
3 14 85
17 24 13
10 18 27
3 16 50
18 23 76
11 14 31
17 18 96
18 19 44
14 15 79
20 21 84
11 22 88
98 2063
1 31 75
21 80 85
4 14 93
30 56 25
53 73 91
20 88 97
28 41 48
13 95 56
35 78 56
23 62 86
35 51 1
40 79 60
1 12 1
47 85 91
55 97 65
43 98 97
41 80 95
63 95 77
87 90 8
88 96 49
18 47 100
37 55 2
5 90 64
11 90 38
13 86 17
26 72 33
35 63 69
11 77 60
56 82 89
26 94 19
9 22 91
41 95 94
15 42 54
80 98 29
31 57 94
63 74 87
9 12 62
35 64 41
45 82 22
18 65 14
15 38 74
33 44 18
2 9 13
21 92 8
10 59 14
57 62 74
27 85 31
50 51 94
72 94 52
11 29 93
71 84 27
27 44 87
5 44 51
31 65 41
48 50 20
11 89 36
35 95 50
78 82 62
23 95 94
39 51 85
13 71 74
73 77 14
48 71 32
9 35 73
15 66 62
6 60 33
63 68 79
19 36 77
47 57 25
36 77 80
16 28 10
7 96 61
15 18 21
25 93 59
37 43 78
34 53 85
24 46 60
57 81 5
42 64 98
5 25 46
95 97 19
67 81 5
27 66 50
50 80 88
18 67 50
45 55 89
47 83 2
48 78 49
11 76 35
42 45 78
25 46 94
26 46 61
77 87 24
20 94 39
70 83 53
77 95 78
32 57 61
6 72 15
24 80 44
38 54 27
78 94 16
32 92 62
24 52 90
24 30 67
64 68 90
62 93 78
52 69 77
95 98 56
6 34 9
53 76 59
67 86 47
26 62 70
48 56 88
62 96 88
66 78 100
51 72 12
11 13 92
94 97 41
24 63 69
30 47 33
17 38 23
38 59 39
80 95 98
67 84 16
43 84 16
64 76 41
6 19 35
4 34 27
45 88 63
51 58 59
58 86 30
76 80 58
73 91 67
8 40 41
3 33 32
11 59 28
22 76 47
18 64 18
40 71 84
35 40 83
24 72 70
31 84 82
7 56 15
10 79 13
41 53 78
42 44 70
67 70 60
53 75 13
6 15 87
7 58 18
41 54 79
21 71 56
18 75 19
26 76 23
26 90 31
15 23 86
46 95 100
23 45 75
14 45 60
23 34 48
1 46 27
71 86 62
25 61 10
39 79 7
28 53 11
51 82 93
70 91 97
31 85 60
9 15 52
64 98 77
6 76 16
24 28 89
16 37 3
56 58 67
68 89 24
28 48 46
36 57 79
93 98 27
55 98 60
5 74 36
71 89 75
6 23 72
81 90 25
7 94 5
59 76 68
54 93 85
89 91 9
30 43 5
35 84 19
27 34 24
4 44 22
86 93 3
59 94 36
9 51 62
30 87 70
8 52 48
6 88 34
30 45 95
7 19 71
9 92 18
25 68 48
28 59 68
12 86 38
22 73 49
17 35 20
89 98 98
74 86 65
13 29 17
12 65 9
33 64 98
66 88 55
18 36 89
40 53 18
16 76 41
44 60 65
77 86 16
30 67 64
72 81 96
15 44 33
29 76 9
60 98 11
50 72 71
66 76 49
6 68 22
58 59 30
11 50 96
41 96 83
75 95 35
58 72 69
25 97 67
25 76 52
51 96 49
8 46 48
77 82 73
27 45 63
19 95 41
68 70 23
53 62 44
2 28 38
10 93 65
28 56 34
75 81 32
36 39 21
72 78 64
37 87 73
55 92 24
40 62 43
51 85 49
5 24 88
41 64 9
5 96 41
14 71 86
72 85 63
37 56 26
26 87 8
84 89 98
57 90 67
28 71 10
40 46 64
1 38 4
44 52 37
6 57 49
54 81 72
18 85 88
66 81 17
84 88 43
17 29 97
41 73 34
16 43 85
32 37 27
24 61 7
60 74 57
69 86 71
21 60 92
20 93 57
89 96 87
37 83 41
13 50 90
49 82 24
19 27 52
97 98 57
38 57 44
19 48 71
43 93 60
20 68 34
41 68 16
35 55 86
28 79 84
68 69 75
27 80 41
33 56 25
40 85 66
69 88 33
53 69 27
39 62 47
69 72 67
11 28 26
30 57 60
26 60 64
50 83 35
68 85 78
20 67 42
40 58 83
1 73 16
21 51 78
6 66 81
47 79 61
52 98 3
46 61 35
17 92 19
14 30 81
60 94 45
26 37 39
85 93 32
54 83 63
29 80 70
29 39 10
30 48 80
26 92 21
23 67 95
13 39 36
19 87 20
9 77 18
18 51 60
39 76 67
10 37 58
53 95 99
32 52 15
38 67 82
48 87 65
9 27 62
77 89 72
35 86 11
42 86 40
42 65 29
10 34 100
30 42 69
12 28 89
28 51 76
7 78 47
73 79 8
21 83 35
7 69 83
66 97 23
14 54 3
2 44 15
3 41 40
32 50 80
82 86 45
24 89 92
33 84 75
11 48 31
8 77 23
1 50 7
19 62 40
53 80 46
40 95 72
49 52 38
41 76 90
61 72 32
10 76 51
30 88 6
4 43 63
52 73 30
55 89 89
28 58 59
24 85 29
23 50 14
71 81 89
44 68 89
77 81 42
45 61 70
38 90 72
5 9 50
36 47 8
7 14 70
4 62 26
57 64 82
8 94 60
1 71 59
53 92 97
58 85 58
1 60 75
42 71 49
57 94 75
58 71 93
20 87 83
19 64 75
56 94 48
11 81 77
4 7 53
52 88 94
54 55 90
25 73 46
15 88 75
50 90 66
2 22 77
32 38 4
8 15 97
6 41 49
14 43 46
24 59 37
72 88 47
13 81 69
41 66 17
67 74 84
42 85 28
16 80 49
32 70 24
64 92 37
14 56 38
53 68 24
42 53 97
9 79 57
4 67 46
29 87 81
40 66 32
7 30 62
4 12 42
39 95 10
89 92 12
27 37 48
31 75 9
6 14 79
34 60 49
1 33 83
23 25 74
20 63 24
39 73 73
30 46 12
84 93 63
35 56 15
38 42 42
7 77 25
82 89 41
27 47 96
53 98 54
5 94 26
76 96 19
16 68 20
9 18 63
39 63 99
21 56 8
31 98 65
5 31 84
49 84 67
27 74 95
14 59 25
35 91 88
9 44 14
72 93 46
38 88 83
4 51 2
26 49 67
70 86 93
35 52 97
7 32 5
46 67 35
14 15 84
19 74 8
10 73 14
36 89 1
5 56 33
5 39 24
60 67 3
8 24 3
5 48 29
15 86 64
16 47 10
46 65 48
79 86 2
33 89 18
14 84 16
74 79 98
6 79 82
16 97 37
6 97 88
59 60 95
18 77 78
19 53 64
85 95 4
6 55 47
39 90 60
60 63 19
6 58 26
5 89 33
13 85 78
32 45 56
52 87 79
46 54 40
15 69 22
86 96 87
31 67 97
60 80 23
2 85 19
48 88 68
56 80 85
34 63 42
23 94 87
21 22 71
2 12 80
26 57 67
51 60 52
34 78 46
36 38 88
61 75 16
33 88 52
14 83 33
34 95 59
55 96 57
17 59 65
60 97 26
13 79 14
40 76 77
13 77 80
23 57 11
23 68 77
3 95 40
24 47 31
29 82 96
5 69 78
6 8 22
58 70 100
78 81 62
43 53 68
6 21 21
13 83 31
5 26 10
28 98 85
18 26 8
37 70 60
5 98 46
6 78 51
78 85 98
11 45 43
3 64 91
16 22 50
73 81 64
11 40 71
8 35 63
86 98 5
8 71 13
33 59 86
3 65 41
78 95 86
69 70 56
2 83 92
27 63 3
47 64 83
41 92 48
21 88 44
3 38 60
32 41 6
9 16 60
4 97 11
7 17 80
13 67 43
57 84 67
31 82 99
17 23 31
66 94 75
75 96 71
21 53 2
3 92 55
23 64 30
3 57 31
8 27 58
38 39 22
12 50 93
9 11 54
15 74 89
31 66 1
15 25 36
40 64 2
6 74 80
46 72 38
18 89 78
65 76 69
62 70 84
29 42 69
78 91 63
28 49 74
14 38 76
5 81 85
1 42 1
73 84 32
50 53 68
26 34 87
68 81 92
34 87 34
10 52 99
48 70 2
32 48 72
1 92 95
19 44 29
35 60 83
74 76 28
2 29 12
47 75 84
76 93 44
13 25 58
38 44 13
28 39 84
44 81 98
9 47 93
59 78 21
15 96 44
18 91 87
1 49 42
17 66 50
56 87 35
17 26 49
42 48 81
13 97 79
50 74 17
34 36 100
49 61 86
23 83 7
31 74 61
5 52 79
4 96 17
8 37 64
36 86 19
7 67 40
39 64 69
25 29 82
1 67 25
4 57 49
62 85 56
26 85 96
38 64 72
41 82 16
13 89 35
35 81 50
20 41 94
84 87 9
4 58 87
50 59 98
67 96 15
79 84 10
32 93 60
49 86 76
57 68 94
3 21 23
8 62 70
27 36 39
38 87 94
30 31 51
45 96 10
39 69 82
49 93 47
14 82 50
13 23 2
6 27 2
38 55 53
15 16 62
11 31 33
40 54 21
42 81 21
29 88 6
49 94 10
75 77 50
6 52 28
14 69 51
75 84 7
5 76 60
61 82 29
22 65 19
19 75 5
64 96 20
2 79 38
52 59 94
44 86 16
76 83 36
18 92 79
48 76 46
6 11 18
57 97 58
8 38 57
18 97 66
34 77 100
27 49 93
4 71 83
8 19 84
5 38 50
10 19 54
88 93 33
7 73 33
28 42 5
8 43 95
48 51 84
93 95 61
33 68 5
52 79 23
31 64 82
58 90 53
25 44 55
40 96 60
54 56 45
13 78 98
17 90 29
65 67 42
66 68 5
67 72 59
58 84 56
28 94 23
2 25 48
56 85 95
85 92 74
48 58 74
54 88 87
67 69 33
25 53 28
32 81 77
8 87 24
60 77 44
41 43 46
29 52 97
2 89 88
35 66 30
28 81 43
52 78 75
54 59 3
38 45 46
8 33 62
33 81 16
48 96 37
80 84 17
54 63 84
25 27 55
50 57 15
14 37 70
79 89 52
46 96 98
11 26 74
23 88 83
34 80 74
78 88 78
43 45 41
3 83 40
16 88 50
51 74 54
23 66 3
58 62 61
65 89 62
38 51 99
30 86 17
46 64 1
76 88 1
20 48 90
1 70 91
43 65 70
55 73 79
64 65 11
35 42 89
10 95 11
47 53 5
9 71 75
22 96 95
66 77 64
54 62 87
49 92 93
29 96 96
36 45 63
35 72 7
30 40 1
32 67 36
55 78 72
31 58 3
21 63 23
43 86 68
23 84 3
84 86 6
23 73 95
45 86 3
22 36 45
47 62 77
45 67 37
14 65 8
18 73 10
34 49 25
18 20 72
12 73 6
15 84 31
59 70 73
52 75 13
17 56 87
7 64 51
54 61 54
22 57 65
25 41 65
46 53 86
9 50 93
16 45 77
2 23 18
61 74 77
36 76 21
3 7 30
6 82 8
12 77 29
56 59 80
6 53 53
21 32 74
72 92 64
35 49 19
1 8 37
39 92 25
36 60 78
75 97 43
22 30 63
62 74 13
17 25 32
24 82 61
58 67 19
43 87 71
39 72 98
44 74 75
10 84 64
54 98 61
34 59 36
14 73 79
35 46 38
1 40 71
12 23 29
22 32 52
31 61 23
53 59 75
11 36 3
48 86 95
21 47 82
29 44 1
61 66 75
29 77 15
10 33 38
25 40 22
45 81 57
6 22 34
38 78 20
49 51 63
10 71 5
25 48 22
26 84 71
2 49 86
24 74 68
12 54 17
55 63 26
7 23 2
68 71 75
56 72 78
6 65 14
77 91 60
1 66 54
9 74 7
14 29 93
91 93 16
31 43 12
2 55 94
8 80 51
13 40 78
49 50 42
44 77 33
42 82 50
4 68 76
8 90 37
37 92 51
5 30 96
27 89 47
2 53 37
61 70 14
7 50 79
68 72 38
4 47 49
20 49 47
25 77 30
12 76 76
51 77 58
59 88 40
6 16 92
28 54 73
62 69 57
20 37 48
10 44 34
15 48 40
23 78 28
45 92 47
5 95 96
40 49 12
16 77 38
27 38 9
3 18 36
56 88 2
56 93 70
66 93 43
40 83 5
54 95 89
20 28 80
22 42 56
22 27 65
6 67 61
19 80 63
14 81 71
47 82 88
53 86 98
70 80 30
15 39 60
44 61 63
94 96 81
20 57 74
21 95 18
12 53 15
12 78 57
39 80 17
2 41 97
38 83 29
83 92 17
39 61 8
48 67 24
26 59 40
36 98 90
17 24 3
3 77 71
17 80 84
6 42 18
17 91 27
7 61 69
28 93 32
25 64 67
63 84 87
19 97 6
66 82 15
35 69 79
54 65 18
52 83 21
25 47 1
16 30 78
74 90 87
29 48 71
61 92 51
9 78 12
77 96 51
23 92 89
29 33 58
25 26 66
83 91 21
11 52 21
50 55 69
69 73 45
42 52 96
63 66 54
47 54 26
31 53 21
59 63 85
4 21 55
14 24 85
16 19 66
24 48 3
17 45 38
8 93 96
14 55 80
54 90 37
6 13 59
55 79 17
17 40 69
35 57 40
30 62 70
11 16 5
9 63 22
2 59 15
17 69 37
30 54 55
63 67 35
41 52 24
38 92 59
5 58 72
50 69 14
58 75 10
16 31 6
72 95 9
51 52 29
4 48 30
13 93 41
17 72 6
31 90 90
21 42 72
13 82 7
3 46 42
16 20 69
49 95 53
60 78 29
59 72 18
52 68 46
2 93 75
6 90 47
32 66 96
3 15 37
24 79 10
22 39 81
44 55 37
13 45 14
6 48 37
34 96 65
21 38 80
52 74 100
52 66 51
90 97 6
8 42 94
12 21 79
33 91 44
71 87 9
18 84 36
13 19 14
8 84 23
42 57 95
4 94 82
64 97 43
34 92 62
16 69 10
12 90 25
25 58 80
5 18 100
1 89 45
27 81 15
55 58 11
13 31 15
32 62 94
13 72 39
21 41 52
9 87 17
23 69 70
53 65 42
2 94 80
61 95 8
6 98 74
47 61 53
31 71 53
85 87 71
63 81 26
17 78 14
4 27 11
4 76 18
31 46 16
35 79 7
54 86 36
41 61 13
67 88 22
4 24 97
5 75 76
12 41 9
33 51 60
46 74 38
19 42 65
19 85 98
19 41 77
35 92 84
19 98 80
9 17 90
2 98 5
67 76 71
8 18 57
21 69 30
81 84 22
14 66 10
10 96 98
55 67 64
56 61 15
40 72 13
10 40 76
37 76 93
24 77 98
18 59 76
1 18 97
1 41 50
10 39 75
44 91 19
17 82 65
72 96 47
23 47 23
23 59 48
77 90 36
62 83 64
24 69 63
22 81 27
50 91 67
1 17 1
27 50 40
13 63 59
14 92 29
13 18 48
6 73 57
55 65 48
40 57 38
54 96 24
15 71 50
57 75 84
90 95 34
66 83 47
26 52 7
16 74 33
24 36 28
35 59 6
43 79 61
35 67 70
17 20 19
51 90 54
7 48 45
59 67 85
38 70 84
51 76 84
61 64 98
23 61 37
45 50 57
75 85 20
26 96 60
60 66 77
12 27 77
18 40 85
19 23 30
46 58 93
50 88 54
12 47 22
12 25 75
23 91 26
31 39 78
37 59 52
8 73 28
8 54 57
71 77 29
33 69 58
8 97 7
23 27 91
45 79 90
60 83 58
61 62 66
11 25 36
56 97 91
49 53 5
7 72 25
30 73 99
1 34 16
42 83 17
21 61 99
25 54 88
66 71 81
59 66 80
64 71 69
18 50 3
10 26 18
11 23 66
63 96 21
55 81 48
28 40 97
22 33 22
60 86 35
73 94 98
21 76 33
15 54 19
42 94 40
46 76 10
18 38 48
49 58 58
13 59 14
70 82 37
57 58 86
42 93 15
9 53 37
8 92 38
5 7 41
28 96 92
39 67 100
48 77 69
32 78 3
37 58 98
4 54 13
44 62 20
71 83 73
13 20 33
19 43 30
4 69 83
54 74 57
68 80 21
78 79 53
32 84 16
14 42 94
53 87 97
17 62 99
38 77 75
50 78 65
80 96 64
22 74 90
43 49 71
29 57 53
33 65 77
4 29 26
48 66 30
30 68 1
6 25 5
39 57 48
63 76 40
14 76 91
42 68 22
48 81 29
85 91 11
20 90 72
54 72 10
60 69 70
21 77 68
35 50 93
25 83 35
83 93 41
37 66 59
58 78 1
26 44 74
12 20 99
49 68 59
23 96 17
1 15 34
36 53 77
8 64 73
10 13 72
14 78 28
24 40 39
61 91 65
74 81 19
3 58 17
57 79 20
20 29 55
60 75 23
12 42 25
32 58 55
10 11 37
3 8 25
1 7 19
20 81 24
49 56 5
26 66 96
23 53 69
26 56 72
51 62 62
52 89 39
33 63 2
11 94 48
60 65 69
43 90 77
36 50 16
27 60 91
51 79 31
2 50 4
48 94 12
51 68 24
38 53 47
56 66 5
17 34 4
50 96 13
45 64 21
41 89 59
65 70 24
28 78 24
30 72 95
14 96 64
38 95 77
55 84 87
4 23 14
3 43 47
34 41 72
26 81 49
22 23 20
30 36 96
61 93 79
31 72 28
9 94 49
58 81 75
47 89 35
54 66 33
10 60 80
10 75 41
13 36 15
63 92 23
3 63 93
8 32 5
72 74 66
54 94 10
24 98 50
17 50 7
9 72 10
46 55 51
71 74 54
46 57 77
34 89 67
64 66 58
3 81 40
32 94 68
2 78 87
10 70 94
28 30 1
9 54 22
14 39 22
38 63 40
11 20 89
19 28 83
38 41 66
10 85 47
35 83 4
22 87 36
36 88 26
4 53 23
32 72 27
2 91 32
69 92 49
58 63 20
20 35 96
21 54 16
31 97 69
35 47 29
75 80 37
14 34 11
18 33 48
37 62 94
8 50 99
40 89 69
13 74 82
30 98 87
22 90 40
21 50 59
13 26 67
48 57 39
28 55 13
26 73 37
22 49 2
67 92 34
5 14 77
53 91 94
3 26 36
10 80 34
82 92 54
14 61 51
6 89 96
55 68 29
14 36 41
7 34 73
48 93 68
59 61 27
47 95 89
47 78 49
27 90 10
24 31 25
88 89 13
25 96 41
62 84 57
39 74 56
29 53 73
34 43 58
29 58 29
6 46 52
11 83 85
28 52 68
50 95 24
23 60 28
71 75 63
6 31 86
49 83 39
16 34 76
12 87 41
25 60 29
77 80 56
49 71 1
29 90 79
24 39 13
74 85 82
23 89 91
4 81 95
7 21 13
2 86 15
72 75 31
20 50 63
45 94 46
39 55 84
22 31 10
15 61 71
11 18 73
44 88 7
30 71 24
38 43 13
85 88 39
19 61 98
51 64 9
17 48 63
78 87 40
25 80 66
13 17 72
59 90 76
22 26 41
34 47 77
25 31 79
18 31 10
31 73 40
64 77 59
52 63 6
24 91 85
30 96 18
46 89 82
44 49 50
16 72 65
21 33 77
53 56 80
2 95 82
62 88 73
4 52 49
47 49 11
74 95 16
22 55 51
7 65 12
37 74 60
41 59 56
15 35 4
18 58 97
31 89 11
46 91 19
69 79 28
4 83 94
49 76 12
27 43 71
54 79 53
7 20 92
64 69 40
37 98 87
65 66 73
79 85 88
23 38 29
22 84 84
54 89 97
51 69 50
82 95 83
61 85 85
29 32 93
6 87 54
39 96 93
