10
85 3297
10 59 91
6 62 76
19 51 68
15 30 76
13 72 71
44 85 28
48 78 92
7 49 52
25 53 6
23 60 3
17 43 60
50 65 100
40 74 59
22 81 41
44 72 38
1 38 75
6 71 58
45 84 5
52 57 18
6 15 73
21 31 28
9 77 22
19 84 21
38 40 52
12 38 87
47 67 26
12 56 30
20 80 89
24 68 54
9 48 1
12 66 31
25 83 9
7 43 51
68 84 68
4 22 42
1 48 15
32 36 76
34 40 16
3 46 66
40 60 14
1 57 76
18 74 80
20 50 24
34 39 48
1 24 54
27 60 11
68 77 73
44 74 12
56 73 69
51 69 2
78 85 67
32 78 71
1 29 22
27 72 87
47 76 18
6 45 41
18 68 36
73 78 58
38 57 100
45 71 64
1 3 28
43 47 52
35 49 78
59 62 20
26 65 80
7 55 91
26 77 33
25 63 93
14 36 6
8 47 63
28 45 5
29 47 63
44 61 91
24 57 45
11 40 34
12 70 96
74 80 93
78 81 63
11 45 4
21 65 54
7 8 4
66 77 48
8 59 6
9 24 12
4 82 69
10 15 77
63 64 8
9 16 38
46 80 4
47 63 50
28 57 26
16 50 40
27 64 3
2 26 92
79 80 37
80 83 82
49 74 19
52 58 64
6 77 82
9 82 48
43 58 76
34 37 64
13 63 47
7 56 87
2 49 29
3 31 18
2 33 50
26 83 80
5 17 90
6 9 46
54 60 56
51 52 84
10 37 63
12 47 38
46 49 95
5 28 64
40 56 34
29 51 68
22 29 6
21 61 30
38 81 63
42 77 46
28 69 87
62 71 61
49 68 1
20 37 74
24 51 54
27 84 85
27 76 86
67 76 63
64 66 35
5 36 19
25 62 100
19 62 23
62 79 70
49 84 13
21 69 67
43 69 7
29 70 66
26 82 19
57 75 88
52 81 15
61 77 39
7 64 98
35 37 69
25 42 99
9 66 48
38 65 71
29 43 15
32 74 76
17 54 10
21 83 53
62 73 4
14 79 9
31 78 44
22 38 90
13 65 53
17 20 16
65 71 28
55 83 31
3 84 93
40 73 50
28 79 14
25 27 26
15 53 13
11 21 4
7 84 80
73 84 73
61 74 98
23 64 97
48 81 51
59 68 71
39 40 28
45 58 70
12 80 2
11 79 29
16 28 4
7 18 85
67 69 12
17 51 62
1 23 60
9 55 22
1 33 95
6 63 50
42 53 19
32 70 8
26 64 1
2 53 4
43 76 70
5 44 7
35 63 45
57 81 73
43 54 84
69 78 80
33 45 39
12 25 79
77 80 25
2 65 24
60 68 44
4 58 87
13 30 33
2 82 50
35 83 93
46 76 78
66 71 48
31 37 35
10 36 81
46 51 48
65 79 34
17 49 1
39 60 36
38 62 2
27 58 14
29 32 18
9 73 86
39 44 97
12 41 8
1 37 21
25 71 26
17 76 49
34 72 15
27 73 85
17 26 36
21 46 55
36 49 89
42 66 68
38 82 36
17 22 99
66 68 12
60 77 59
54 84 90
8 72 4
13 29 57
16 21 51
35 61 77
36 38 94
45 63 12
13 47 2
50 81 57
76 84 13
2 85 82
20 34 29
20 78 20
66 74 25
29 35 33
36 63 70
29 73 62
23 57 92
7 10 82
26 79 56
48 79 60
24 77 26
17 62 5
3 44 46
20 85 53
7 46 46
24 58 6
1 9 85
2 69 45
4 79 100
41 66 25
20 71 96
29 75 56
69 77 11
17 61 62
19 33 39
48 80 73
32 75 5
14 65 53
3 10 31
22 48 72
15 65 7
51 80 99
9 36 59
2 34 12
12 78 9
6 53 40
42 44 47
35 64 71
2 31 82
3 41 44
33 56 13
2 8 74
25 78 13
72 83 13
6 21 29
4 48 17
7 45 85
9 44 43
30 85 32
58 61 5
2 17 77
35 74 14
27 59 60
4 63 71
32 62 53
42 52 46
27 28 76
26 27 6
14 16 39
42 57 44
7 80 69
76 81 24
10 78 60
37 77 78
11 46 92
64 73 64
30 82 77
9 15 86
10 17 21
45 79 20
44 57 32
24 64 52
9 34 89
6 73 99
22 56 88
28 41 70
25 66 59
54 76 62
80 84 68
57 62 21
27 39 46
35 39 84
25 39 32
34 70 27
58 81 18
62 69 54
64 71 29
24 37 45
8 58 77
21 77 5
53 62 42
2 7 99
12 35 49
9 81 40
40 62 37
30 49 38
54 79 80
29 77 6
7 82 5
40 80 96
22 84 15
22 76 8
71 84 16
11 75 25
62 80 12
19 73 21
23 50 57
62 67 66
22 43 27
50 53 21
2 24 35
21 48 84
20 38 92
6 84 18
3 6 36
74 85 61
5 24 29
29 64 28
60 82 71
18 81 6
23 53 98
24 55 79
41 74 83
8 83 78
24 26 17
37 60 88
40 68 17
70 73 67
1 35 44
70 71 33
40 49 79
20 64 75
1 61 39
7 27 81
6 85 51
68 81 61
28 51 28
3 38 75
20 79 91
46 48 78
32 39 24
31 60 90
43 48 28
8 37 92
5 38 7
5 60 82
2 22 67
36 85 95
30 35 63
15 29 32
1 19 83
11 80 61
16 66 9
19 56 17
55 76 32
49 51 67
33 34 80
28 44 2
61 79 10
14 47 18
37 85 66
69 84 16
73 77 37
13 19 81
19 20 13
11 33 90
7 52 28
42 50 78
63 75 18
5 47 25
33 41 31
52 59 70
36 44 9
45 56 59
55 57 44
23 31 27
29 72 70
12 63 81
51 58 42
48 64 12
8 69 79
24 69 94
46 84 49
21 29 28
16 54 10
45 67 60
17 29 81
51 73 99
28 75 46
47 55 17
31 83 60
23 48 13
19 52 14
53 76 68
70 82 39
11 20 94
9 79 46
32 57 16
22 58 84
31 46 23
82 85 67
23 63 23
16 85 24
7 40 6
16 36 51
77 81 83
11 15 4
28 76 69
19 81 34
16 55 84
10 66 52
23 62 31
15 52 49
40 44 98
33 52 24
27 45 18
56 77 35
58 64 83
41 47 24
6 74 68
35 69 51
44 46 56
71 85 31
6 28 34
21 30 13
35 48 55
2 14 2
16 46 71
42 64 25
17 79 22
9 60 49
25 55 4
32 69 48
5 14 13
70 79 73
27 37 63
9 13 77
20 81 75
2 68 67
55 77 72
73 74 7
2 45 18
54 80 54
24 85 85
26 56 86
41 81 80
13 80 64
10 19 87
20 54 43
47 50 32
9 26 99
62 72 29
10 58 37
32 76 72
10 76 16
13 22 33
30 47 97
39 83 18
45 72 49
34 62 78
7 79 65
59 76 81
8 35 97
2 30 100
12 26 26
29 48 2
20 29 52
39 53 63
33 64 96
4 11 91
22 31 99
19 55 53
3 71 89
61 80 57
63 79 76
30 75 13
81 84 45
64 84 10
56 71 60
4 33 40
24 81 59
26 30 63
31 32 35
18 34 25
11 30 40
7 33 60
13 81 36
2 63 59
74 75 35
14 70 43
40 57 41
24 32 14
10 16 46
8 74 99
3 13 57
7 37 60
35 78 60
9 57 5
5 74 45
4 72 4
12 52 44
23 72 40
43 68 39
47 82 69
25 40 86
53 82 100
2 56 11
46 74 88
2 9 55
56 80 74
28 37 53
49 77 88
52 61 55
28 62 96
53 55 90
34 47 14
50 71 38
54 64 85
25 37 1
22 42 48
54 77 63
1 44 8
46 83 83
30 76 13
29 36 84
24 29 6
51 74 12
42 49 49
38 70 66
16 69 99
47 48 38
50 64 38
31 36 51
5 83 66
11 26 57
11 27 4
41 77 38
14 22 11
16 58 31
25 75 87
14 60 31
26 38 70
3 68 6
2 70 6
21 76 88
38 43 42
39 54 59
19 83 4
41 58 18
1 8 44
53 80 81
19 72 35
12 77 19
5 82 86
7 9 52
50 75 56
6 39 91
7 57 13
17 35 7
3 23 94
7 69 27
9 64 28
15 80 85
67 75 91
30 55 30
63 69 84
5 18 11
12 81 18
20 33 52
19 77 17
31 45 16
11 57 91
18 30 93
22 46 76
52 74 28
33 83 27
71 78 81
28 83 64
14 55 58
15 35 78
41 71 83
37 73 65
13 42 41
34 76 19
49 60 79
2 41 51
7 75 41
34 83 17
28 74 65
24 45 18
7 38 49
76 80 85
60 81 71
7 48 51
6 78 37
1 85 8
9 72 10
25 28 100
13 14 17
11 56 43
46 78 32
15 36 6
9 22 33
25 48 50
2 28 4
31 85 100
71 81 80
11 70 93
5 51 95
23 76 56
77 82 66
18 27 77
28 33 24
36 52 45
24 76 89
45 69 59
30 58 65
4 13 49
18 63 66
15 78 74
19 27 65
10 12 36
28 63 5
50 66 13
33 84 92
41 84 81
20 59 97
9 11 24
42 67 75
15 59 99
15 48 58
54 72 12
21 44 5
12 43 28
19 42 80
27 71 70
48 85 79
13 50 96
15 45 4
4 9 21
8 81 79
76 77 49
12 49 31
9 80 6
51 75 65
43 59 3
29 44 6
13 33 80
5 22 1
1 47 5
13 45 75
74 78 5
2 23 36
27 56 90
52 54 4
25 45 73
52 64 13
51 81 94
51 84 90
39 81 76
2 42 98
24 79 44
18 79 34
5 57 94
16 44 42
38 75 13
19 60 84
12 16 3
32 50 13
33 73 95
1 51 92
43 52 84
17 52 56
65 75 83
30 41 71
4 6 38
22 73 70
15 51 60
30 68 57
68 83 37
7 65 58
54 82 75
25 46 55
12 65 41
31 47 44
32 49 74
46 82 23
5 71 100
39 50 52
22 62 1
3 26 59
9 49 27
27 35 58
26 63 2
41 60 38
47 65 37
75 77 62
21 45 51
30 79 34
52 62 68
44 58 4
6 14 7
16 73 28
25 44 52
34 73 48
32 35 71
6 10 18
36 41 79
36 84 17
25 52 23
37 67 15
2 3 95
18 64 9
40 48 74
32 37 41
2 37 91
20 74 17
25 54 76
37 58 35
37 55 18
13 21 36
30 56 30
20 42 21
13 48 2
10 79 78
25 30 35
1 5 34
5 78 71
16 51 70
18 76 97
5 70 98
47 51 33
18 57 7
33 70 89
42 46 99
24 43 82
17 45 68
75 83 62
25 57 62
19 43 98
23 46 11
65 76 100
51 60 7
22 78 86
30 78 65
70 74 67
11 13 26
19 29 56
11 54 28
14 27 63
54 81 9
33 42 21
79 82 41
6 68 19
16 32 4
26 61 5
50 78 35
6 70 55
21 23 51
8 53 83
19 21 43
15 41 76
18 23 28
47 84 44
62 64 3
3 32 39
3 54 91
24 27 55
8 9 73
37 69 39
50 62 74
50 68 80
16 33 55
18 43 61
28 60 21
45 73 2
61 76 41
15 58 15
1 72 14
29 80 24
9 17 67
41 61 1
7 58 47
64 76 91
77 85 35
49 82 2
62 77 21
16 19 98
1 30 25
65 69 90
26 32 44
37 78 86
9 35 7
25 36 35
48 65 41
3 8 61
29 37 88
14 26 97
69 71 31
18 38 39
6 51 88
21 22 88
12 73 100
45 53 35
58 79 54
46 60 39
21 26 61
65 77 3
11 83 73
40 41 3
14 46 30
2 72 12
31 44 96
46 54 85
26 39 5
16 83 17
14 28 25
9 18 14
50 61 76
30 32 87
28 84 36
22 79 38
5 23 52
16 81 38
16 20 91
15 49 37
35 40 96
23 35 26
13 23 8
58 59 11
1 34 13
44 65 91
51 83 56
19 23 51
23 24 25
18 20 20
4 47 3
62 84 41
42 71 92
40 83 89
20 31 75
22 32 34
34 59 49
28 53 78
71 79 93
1 71 24
44 84 18
21 81 8
9 14 90
82 84 15
38 56 48
29 50 88
42 81 74
22 59 80
43 73 59
12 29 93
34 56 38
8 20 5
40 43 26
7 19 91
21 38 18
4 73 2
38 60 39
11 43 67
29 76 86
55 69 74
68 80 86
40 45 50
9 75 48
74 77 82
11 42 68
63 65 65
3 70 29
32 83 22
12 23 72
29 53 81
15 21 83
26 84 20
39 56 92
62 74 64
57 64 31
17 85 21
45 52 69
4 55 19
69 81 71
41 46 96
58 67 81
61 67 42
46 59 84
54 56 79
45 61 68
46 63 90
58 78 88
19 32 34
10 24 22
62 66 85
62 81 63
38 68 2
5 39 52
62 83 63
49 75 74
48 73 50
26 58 75
65 74 14
45 50 4
83 84 13
32 53 90
43 50 51
20 75 100
41 53 9
14 75 92
4 38 100
42 56 97
31 72 81
6 56 1
10 75 70
24 75 14
37 59 32
65 82 88
32 60 13
33 36 10
31 67 73
58 69 29
32 45 51
12 76 9
17 20
7 16 37
8 11 39
4 14 93
2 5 60
1 2 53
3 14 82
10 12 92
8 17 79
1 13 21
8 16 96
8 13 27
12 16 73
9 11 25
2 7 70
3 5 58
5 12 21
2 17 35
8 14 42
2 11 47
3 15 55
73 304
9 25 4
1 66 33
36 67 60
56 59 56
25 34 22
40 73 27
42 50 45
19 47 46
40 47 37
7 61 22
19 36 95
13 52 72
55 66 92
5 35 44
21 22 33
7 54 98
14 24 42
2 67 17
7 11 77
66 72 96
35 37 8
7 36 18
22 54 28
13 39 11
31 61 46
44 56 75
11 43 100
45 63 17
41 67 99
3 70 44
71 72 75
12 40 44
64 73 44
42 49 51
36 62 79
33 36 41
42 67 29
50 63 1
8 62 57
13 71 88
6 47 59
25 27 54
1 59 75
30 34 87
28 52 36
19 31 52
4 18 82
46 57 59
5 27 17
49 70 62
19 32 7
14 60 25
3 62 13
9 67 5
25 50 44
23 33 30
60 72 80
36 39 22
6 59 39
57 68 68
51 66 74
5 37 75
15 60 100
28 29 53
40 65 100
68 73 45
5 28 61
35 62 60
16 50 12
2 10 95
29 49 46
20 62 21
13 19 69
63 67 30
36 58 60
15 47 6
1 49 27
8 48 37
4 19 22
24 33 44
24 28 44
68 69 24
5 8 82
5 7 4
65 66 3
16 26 46
23 45 48
35 45 74
8 58 64
33 39 66
22 38 3
27 48 73
43 51 30
24 69 58
30 45 24
35 36 4
41 47 21
39 43 89
21 30 17
57 64 2
23 70 54
7 23 46
32 66 62
23 53 96
1 20 96
1 62 83
6 43 86
25 30 48
37 59 94
3 12 45
36 43 21
53 57 9
1 52 78
33 51 64
63 73 99
22 64 40
10 40 84
2 7 3
43 44 42
21 73 58
18 29 43
3 56 86
9 69 85
16 34 52
15 26 20
4 50 18
50 57 63
22 39 22
17 71 98
50 55 30
13 35 79
32 59 24
39 73 86
19 64 40
66 71 99
35 48 9
30 48 53
42 55 79
20 32 87
2 19 86
7 27 65
17 21 57
33 69 53
22 42 28
51 68 77
31 38 28
1 55 81
18 72 42
10 49 15
4 45 49
13 18 69
8 11 60
1 14 34
25 26 71
10 73 34
34 59 78
54 60 3
4 22 56
21 72 48
54 67 54
29 65 90
4 35 46
28 45 62
4 10 97
8 44 100
17 49 6
5 11 63
27 42 71
31 42 35
20 40 78
14 68 86
21 33 12
27 43 97
1 65 72
6 58 78
17 73 75
27 69 70
43 52 59
4 71 42
18 26 49
64 72 57
16 20 58
9 58 60
1 60 87
21 67 96
26 46 22
51 56 96
14 54 80
5 14 66
35 54 34
16 69 47
12 24 90
12 19 74
42 47 78
18 24 66
36 65 92
15 31 86
14 45 49
26 30 10
39 51 35
7 64 3
28 67 71
16 38 2
35 72 90
20 60 57
40 45 3
10 60 26
3 29 57
44 45 34
23 60 75
20 71 100
19 66 5
15 62 77
9 53 40
25 48 19
36 56 45
33 61 52
18 48 79
31 45 2
38 64 25
45 59 18
17 45 64
46 50 77
47 68 95
27 45 59
11 26 64
55 58 45
22 53 58
46 71 86
39 41 97
32 40 64
17 54 32
56 62 34
12 70 35
11 60 53
36 40 19
19 53 54
8 39 22
17 60 32
8 33 11
32 61 91
38 62 40
34 42 80
17 38 54
10 44 18
43 64 83
51 70 11
3 55 56
4 70 90
2 3 11
22 33 72
68 72 75
41 51 9
1 28 46
19 22 55
41 52 97
5 58 3
7 55 45
8 45 54
53 61 100
23 50 23
48 66 30
58 73 66
7 67 63
40 66 48
28 35 79
5 21 89
49 65 70
41 69 16
33 67 90
46 66 13
24 60 45
49 62 33
29 52 31
18 58 44
37 53 87
1 46 100
13 66 1
25 54 57
30 63 2
10 56 40
58 61 64
13 25 33
7 24 26
24 50 63
18 65 44
47 52 99
15 27 44
14 15 47
3 9 77
20 26 49
32 62 19
22 66 90
8 50 32
38 44 4
23 43 48
16 24 89
44 53 55
23 42 46
37 56 56
11 55 7
47 49 49
20 28 25
12 25 50
37 477
31 33 63
2 6 87
2 25 46
4 29 98
1 6 57
8 33 53
6 36 74
4 31 44
23 32 99
1 7 79
15 21 7
8 28 42
12 36 6
12 24 83
2 16 53
2 15 57
15 32 7
24 28 1
13 18 28
8 23 28
6 9 67
23 35 98
6 16 6
8 34 45
7 37 51
1 26 98
4 21 36
10 21 34
4 8 56
17 21 72
5 34 80
7 24 99
7 29 91
15 19 29
10 11 39
7 14 91
4 33 9
1 9 67
3 28 94
13 31 7
4 13 91
6 33 90
1 31 45
17 29 33
15 33 80
13 33 80
25 35 89
18 25 82
4 16 58
17 26 39
29 31 100
6 18 31
8 17 31
6 8 93
21 29 70
11 17 10
5 9 39
26 37 47
5 11 67
7 25 50
13 32 58
11 20 85
2 7 36
27 34 96
24 29 3
14 19 45
25 27 81
1 21 86
7 16 60
7 15 69
16 18 26
10 29 31
19 25 1
3 14 45
20 21 4
16 20 8
1 10 63
24 32 83
1 37 15
19 23 67
19 24 22
24 25 53
29 34 86
21 37 54
9 29 59
10 12 63
16 24 45
15 17 73
5 23 43
20 34 53
9 31 24
23 36 58
3 32 52
4 10 59
6 15 92
2 19 46
34 35 22
3 33 81
6 17 18
12 28 2
1 3 60
4 5 34
2 26 58
13 35 61
14 18 3
18 27 90
6 32 58
1 24 94
29 36 94
27 33 25
19 21 43
16 28 99
17 33 23
3 8 22
10 22 81
18 24 98
9 36 92
29 35 95
14 37 79
1 18 68
27 32 69
15 20 19
14 17 40
7 36 58
23 34 36
4 20 5
3 6 94
12 29 52
16 35 56
3 27 48
32 33 13
19 34 63
7 28 18
2 21 23
3 9 70
8 15 37
26 29 21
11 31 85
34 37 64
14 22 86
11 15 2
5 7 98
3 7 22
5 20 5
5 24 81
13 25 62
4 25 54
17 30 22
2 11 4
3 21 45
14 15 28
12 35 98
18 29 15
13 27 81
18 23 19
26 33 39
11 29 90
18 35 52
11 34 28
9 27 26
9 34 31
20 30 70
1 15 46
17 18 9
2 35 51
2 33 43
1 17 88
4 6 73
18 36 91
17 23 80
4 7 33
29 32 24
19 26 10
18 22 67
22 24 63
12 13 26
20 29 47
31 34 95
11 28 88
22 37 68
2 27 97
9 13 94
18 33 81
19 33 86
4 35 13
3 26 36
7 31 12
16 36 59
25 34 19
8 13 62
30 32 36
6 31 88
26 27 34
18 32 70
23 28 94
1 16 9
9 24 18
12 19 1
3 30 12
32 35 51
6 24 77
22 32 27
14 29 72
6 25 53
4 17 17
17 28 19
7 18 22
6 37 86
21 36 57
3 35 5
5 32 90
6 19 97
3 17 7
13 29 62
2 17 74
6 21 58
6 26 24
22 27 56
24 30 22
12 31 28
28 32 15
9 12 95
4 24 41
4 9 80
21 24 66
20 27 80
18 30 53
15 27 73
7 21 15
4 27 33
5 10 67
13 17 66
26 32 88
15 16 83
25 31 72
4 11 77
8 20 35
10 31 14
11 19 82
7 27 11
9 25 71
13 36 26
17 19 66
5 8 34
14 27 70
4 28 45
7 30 52
16 31 86
20 24 27
5 14 97
21 27 44
7 17 53
16 37 18
8 18 14
8 27 22
9 11 13
16 29 44
11 36 72
7 12 84
15 31 2
10 15 4
31 35 55
7 32 31
5 29 48
11 32 94
4 14 75
32 37 56
8 19 53
29 33 24
11 14 69
5 18 53
4 12 18
6 11 9
15 25 13
8 30 2
11 18 27
27 36 100
12 21 12
23 30 2
21 28 64
9 23 58
20 35 64
24 33 32
25 37 80
28 29 76
14 33 26
22 30 32
21 25 95
21 23 13
22 28 87
19 29 57
7 26 84
1 5 99
16 22 1
11 24 24
28 35 69
5 25 99
8 36 47
2 22 21
12 22 18
10 16 91
4 22 64
19 37 27
11 30 67
2 9 3
4 26 88
2 3 20
3 12 41
17 34 22
15 23 30
10 37 78
27 28 15
3 36 14
9 19 27
3 16 14
12 18 7
24 31 33
12 34 96
6 22 99
33 35 56
1 28 38
17 25 19
9 21 95
19 27 6
20 23 59
21 33 7
14 31 76
23 33 6
16 19 82
10 18 12
9 28 52
30 34 32
30 33 99
2 31 76
19 28 91
13 28 41
18 21 75
26 28 43
6 29 43
14 21 43
9 16 18
7 10 43
10 30 15
16 27 39
16 21 57
2 23 50
1 36 74
13 23 54
1 34 14
17 22 44
33 36 91
3 23 94
12 23 40
28 37 62
20 32 14
20 36 35
5 15 38
14 20 41
34 36 16
10 34 82
9 10 73
22 34 37
14 24 26
1 25 55
13 14 54
5 17 21
9 20 11
20 37 16
2 32 78
1 22 67
1 2 16
28 36 62
29 37 74
8 35 99
11 22 50
14 35 19
10 24 33
7 11 98
21 26 48
3 13 50
2 34 31
33 34 35
20 26 34
12 14 6
2 36 76
10 36 66
3 37 56
1 19 94
29 30 7
2 8 73
12 27 21
11 33 57
10 33 72
20 28 78
6 14 83
8 22 24
3 25 62
5 30 65
10 13 61
4 37 75
15 18 55
8 25 59
23 29 69
7 35 74
1 23 25
24 37 46
8 21 46
22 33 21
25 33 24
9 14 16
27 30 15
2 20 5
3 18 50
11 25 76
9 17 63
10 14 35
11 16 18
1 27 18
10 32 60
10 19 59
11 26 2
4 19 75
3 4 97
9 37 38
8 9 19
13 16 80
2 10 64
1 30 4
6 20 15
4 30 2
12 33 74
35 36 78
28 34 7
14 30 55
4 15 30
3 31 11
17 32 33
2 5 2
22 36 1
1 35 85
19 20 52
19 32 41
12 30 36
1 32 64
16 33 20
7 33 26
26 35 69
17 35 36
21 22 73
9 35 65
4 36 99
23 27 33
19 31 48
19 22 95
31 36 6
3 34 34
5 19 64
1 4 60
4 18 5
5 16 45
6 35 99
21 35 49
18 34 43
2 29 71
22 25 8
3 19 24
15 36 20
9 33 23
16 25 40
9 22 91
10 26 91
1 14 91
30 37 3
8 10 42
9 18 74
7 22 22
27 31 51
2 1
1 2 74
40 65
3 16 75
13 14 4
18 39 70
12 19 49
17 31 47
3 27 62
6 14 88
3 5 95
1 35 10
7 37 63
19 24 51
9 27 27
4 21 87
28 35 14
24 34 7
16 18 41
3 35 1
10 34 47
11 26 31
13 36 57
1 19 18
19 35 2
15 34 40
5 37 54
12 15 45
11 15 12
6 26 54
3 11 14
5 35 60
11 39 64
10 40 30
6 33 30
1 38 3
16 27 68
19 30 45
5 11 7
24 32 76
33 35 93
20 34 15
28 40 85
2 19 95
21 33 77
2 15 49
2 35 40
4 16 54
6 38 55
14 28 12
13 33 62
21 35 88
20 28 3
3 24 78
1 26 86
17 39 68
15 31 1
2 33 96
2 38 72
19 29 64
8 10 80
22 31 71
32 38 75
2 28 92
4 22 74
24 30 43
4 33 85
16 36 31
62 1343
1 29 11
4 28 10
5 26 4
28 33 3
20 55 6
1 19 23
36 44 65
20 28 96
13 53 90
5 20 68
1 45 91
29 41 92
11 25 84
1 5 19
4 8 71
6 39 65
49 61 77
9 25 67
7 34 12
18 47 93
47 55 100
4 18 81
6 26 14
40 44 8
4 60 62
43 47 22
36 41 70
22 38 69
28 42 90
31 51 57
41 57 50
23 45 7
30 61 47
46 49 36
27 56 62
11 51 28
40 51 86
34 42 40
12 24 37
38 46 1
6 21 91
2 48 62
15 16 50
38 57 99
6 42 1
25 61 74
27 51 81
31 39 61
26 46 60
33 36 97
12 60 21
22 62 42
5 36 92
10 45 100
12 21 27
19 29 10
7 29 37
11 13 41
38 51 54
14 36 7
7 61 83
2 28 59
48 50 47
5 62 87
17 41 94
40 50 81
2 50 45
22 24 55
22 50 13
11 18 6
32 58 40
9 33 51
2 32 85
6 15 85
26 54 18
39 62 90
5 33 98
13 54 79
45 60 75
21 50 29
8 24 45
36 57 76
28 35 22
36 43 13
6 47 1
29 38 91
9 53 68
3 56 31
38 55 63
24 58 15
16 40 87
4 13 60
15 30 59
18 20 5
18 35 19
22 32 10
35 47 91
19 25 42
11 56 59
9 12 21
16 17 10
23 42 84
29 32 55
42 44 36
36 60 20
1 34 42
24 27 7
1 23 40
39 44 69
8 38 53
1 51 55
42 46 42
15 31 39
27 31 66
4 14 34
34 35 80
30 53 56
3 46 11
24 62 28
4 53 46
48 52 79
2 58 76
10 19 21
12 53 88
15 56 60
11 32 33
49 50 60
20 22 83
3 40 81
33 59 57
39 57 3
11 53 37
39 60 79
11 34 55
3 35 49
27 57 90
5 12 80
33 50 84
33 52 2
19 38 40
39 46 32
7 30 6
15 18 60
9 49 58
28 31 97
21 40 97
27 30 78
2 56 4
28 51 85
51 58 86
32 39 54
11 24 76
30 41 10
7 36 22
17 29 89
47 51 24
18 58 25
20 27 43
37 59 68
18 57 23
37 52 37
10 12 61
29 55 74
25 56 43
12 20 73
7 16 59
10 41 28
2 11 26
27 55 22
3 60 53
21 51 13
12 58 9
34 61 62
19 37 53
4 19 13
35 45 25
51 60 8
26 27 52
1 42 94
55 60 86
6 35 79
42 50 27
42 49 92
10 52 38
9 30 76
48 49 82
38 42 45
17 56 13
14 43 12
19 53 59
37 47 79
24 51 91
40 59 35
5 61 75
40 41 100
17 31 55
59 60 6
45 55 66
14 25 84
20 44 17
9 10 41
32 35 38
34 39 62
21 56 24
13 51 31
26 48 83
27 48 55
6 8 51
36 58 81
5 38 62
3 43 98
8 17 49
11 43 19
22 58 98
19 34 79
2 60 41
22 41 30
13 35 58
2 21 68
12 42 7
2 55 77
8 33 64
34 36 66
14 29 94
17 57 95
6 43 62
34 54 57
32 42 30
10 56 81
8 53 58
36 56 85
25 39 23
26 39 76
5 14 64
14 23 94
24 45 55
8 32 51
43 44 83
13 24 47
13 18 24
23 41 1
32 37 74
57 62 30
8 19 66
1 15 15
15 47 38
32 47 13
25 27 23
7 21 76
2 35 100
3 16 20
6 50 65
31 40 97
17 28 4
17 53 49
4 42 53
24 54 96
40 49 77
22 27 34
9 38 53
40 54 10
25 50 2
22 57 82
13 50 60
14 35 60
34 56 66
7 53 70
5 58 23
16 28 88
40 62 1
9 36 29
24 46 30
45 54 100
48 58 91
16 51 40
2 27 59
32 50 57
16 61 33
27 36 99
6 52 97
9 55 45
1 48 13
27 46 27
11 22 37
37 58 74
49 53 68
15 19 80
43 60 26
39 49 90
31 49 49
38 59 6
10 36 27
21 43 17
31 37 79
32 40 95
13 33 41
19 26 79
21 24 15
21 46 14
16 41 25
14 17 71
21 47 83
11 21 21
15 35 52
4 55 45
4 52 1
32 33 23
4 37 31
42 52 2
6 60 9
26 60 6
16 30 35
25 26 41
38 40 6
17 48 54
32 49 74
49 57 48
13 31 30
19 27 50
7 8 20
30 55 75
41 52 57
16 38 38
11 46 17
44 49 77
17 38 90
22 45 6
12 32 85
1 55 61
11 29 85
56 60 75
4 7 37
21 33 5
8 45 62
25 37 62
4 15 46
3 28 33
21 27 44
56 62 80
39 54 31
27 34 36
51 59 68
7 32 64
47 61 12
1 37 25
2 23 66
17 47 76
2 16 54
9 51 61
2 59 42
46 54 71
46 60 85
25 59 35
15 45 23
33 45 85
3 52 60
1 16 31
34 55 74
38 48 55
14 50 98
39 43 83
26 51 97
45 51 73
24 61 19
26 43 49
13 29 47
41 42 85
6 61 58
18 48 31
25 29 68
6 53 89
36 52 24
15 57 80
21 48 32
31 61 20
17 27 68
7 62 50
13 52 65
28 40 48
16 29 86
11 61 23
44 60 21
36 54 31
10 23 85
1 14 21
7 23 36
26 56 58
13 30 97
18 40 29
30 39 65
29 58 99
45 52 4
42 51 91
53 57 54
21 52 39
1 46 80
10 53 41
27 59 30
11 44 63
52 56 52
56 58 69
14 18 74
4 26 49
22 34 13
34 49 67
3 15 52
34 44 72
23 26 36
14 60 33
8 18 91
8 58 47
61 62 51
18 60 66
20 54 89
21 61 99
13 34 38
17 60 11
19 33 11
31 57 23
48 62 10
29 49 64
25 48 44
33 55 74
28 29 25
5 18 98
38 47 60
20 21 40
45 48 60
37 50 78
14 48 56
18 53 48
3 37 12
38 61 89
29 59 6
23 30 61
27 33 67
38 41 19
37 43 11
3 19 21
8 12 20
25 30 63
9 18 8
10 13 73
25 52 23
30 36 14
28 32 48
12 38 77
28 47 23
41 44 4
35 37 85
1 61 51
1 20 48
6 44 55
18 50 81
30 50 91
32 38 25
7 38 10
32 55 84
36 47 75
6 58 92
8 42 1
14 47 100
43 62 71
36 39 19
8 50 43
3 34 15
8 20 71
37 42 68
5 8 3
35 52 97
44 46 82
2 3 31
3 32 13
30 38 63
29 30 24
23 48 30
20 29 10
45 62 85
15 27 18
41 54 58
13 56 10
7 11 48
22 29 54
22 53 100
15 17 57
16 27 45
19 62 29
2 7 96
28 46 19
53 56 92
12 18 20
17 36 20
12 31 10
6 34 14
11 52 28
