10
36 425
8 24 65
3 21 40
3 13 10
1 14 13
6 13 69
6 21 61
2 23 84
16 26 98
1 12 36
2 11 11
26 27 6
16 20 47
12 22 86
13 14 42
6 10 56
15 23 25
5 6 66
5 8 37
17 22 9
6 12 36
7 8 83
23 25 21
15 16 72
11 15 86
10 11 88
26 29 18
19 21 66
11 28 52
1 23 28
2 4 84
16 22 20
16 24 61
17 21 59
2 22 15
5 24 97
13 24 43
2 17 89
19 29 8
19 23 24
8 9 30
23 27 82
10 18 8
8 26 38
10 16 61
8 17 34
3 26 24
13 15 82
17 25 99
7 21 8
7 11 79
14 15 32
6 19 51
8 19 87
16 23 36
20 26 4
4 9 63
3 6 9
1 5 47
24 29 49
4 26 21
18 21 90
9 21 79
14 25 1
20 25 34
16 29 89
2 20 53
19 27 48
15 24 84
7 29 9
3 18 22
24 28 68
8 25 66
28 29 1
2 10 41
15 29 51
7 17 68
13 27 43
22 24 29
15 26 76
16 28 30
15 17 77
10 17 25
6 14 48
12 15 22
17 23 66
16 27 53
7 27 14
7 14 29
4 21 22
6 15 48
20 24 47
18 28 77
17 18 8
17 26 21
2 24 67
2 6 51
5 15 24
1 9 92
4 27 55
17 20 3
27 29 83
24 27 84
5 26 93
9 24 100
13 20 79
8 21 72
19 20 74
7 15 11
14 27 55
6 7 96
14 18 25
13 23 49
4 28 2
15 21 7
13 28 86
19 28 68
18 20 29
1 29 38
5 18 28
19 25 58
15 28 9
7 12 92
24 25 18
21 22 93
12 17 8
5 29 50
8 29 44
3 8 49
10 29 97
22 28 60
9 20 35
8 15 96
5 21 6
10 15 30
10 27 99
77 1552
22 39 84
48 51 86
7 61 41
20 25 38
66 76 13
18 48 24
38 52 24
39 49 54
16 37 17
6 73 12
44 76 65
50 72 94
17 74 23
39 65 9
32 47 95
11 26 19
58 61 4
6 68 1
23 54 98
36 57 61
17 20 15
46 55 93
3 44 45
19 49 38
1 74 12
56 75 33
37 42 93
4 62 82
12 36 19
18 36 71
4 37 78
24 74 22
6 52 36
7 54 17
14 54 64
38 77 42
13 73 51
56 74 1
9 52 5
17 53 61
18 38 88
43 72 97
2 11 29
7 43 75
9 21 26
49 53 48
62 65 31
21 29 48
17 38 5
3 64 84
28 32 49
26 66 47
62 75 86
59 70 74
1 17 25
43 55 95
10 62 99
31 36 15
28 40 87
29 42 22
35 41 22
19 52 75
12 59 100
21 40 64
16 54 53
17 59 15
1 38 12
63 67 8
10 17 5
48 68 52
31 47 68
32 74 9
26 71 89
19 41 50
21 34 29
12 44 37
41 55 81
43 61 22
33 64 37
43 70 89
37 50 55
53 71 7
17 23 9
24 34 18
45 57 91
4 39 73
12 20 27
6 36 7
49 72 57
47 74 56
30 73 63
58 67 19
14 70 30
66 73 52
46 52 29
16 49 64
31 34 6
15 60 5
21 32 11
24 46 23
29 73 8
52 59 58
5 33 35
14 40 96
62 76 3
23 42 88
60 67 23
1 31 26
12 33 90
8 64 60
60 63 78
9 36 32
14 48 11
28 64 67
1 23 16
22 23 29
38 59 76
6 45 37
29 32 21
7 19 64
17 48 85
47 69 84
7 25 42
10 75 47
1 41 23
13 52 61
24 73 97
12 39 5
24 66 85
13 72 60
36 52 31
39 55 30
29 40 31
8 71 34
20 63 55
23 32 47
2 36 53
41 77 36
6 58 42
45 61 21
5 67 11
15 54 51
30 74 3
62 63 82
19 32 96
21 28 44
47 53 99
66 70 95
37 56 42
37 69 86
8 59 15
15 46 66
7 34 40
25 43 21
27 39 61
5 38 71
26 40 55
1 30 47
35 66 36
35 69 61
18 46 24
3 75 6
41 58 75
46 56 75
35 68 27
8 48 24
17 67 87
13 50 13
15 57 10
35 73 84
5 69 17
36 37 87
51 69 22
16 65 37
7 76 73
9 49 65
14 38 50
48 76 30
49 70 68
10 11 96
27 63 74
30 77 64
34 70 25
13 47 70
6 7 94
13 74 52
44 68 72
48 62 53
13 65 25
32 64 10
18 75 35
29 69 48
1 15 43
37 39 6
35 55 63
57 69 48
13 27 34
29 41 28
6 27 56
28 62 28
32 61 86
20 67 93
48 50 21
23 68 21
1 69 15
36 47 45
3 76 66
23 38 60
40 67 69
2 13 18
19 67 12
18 34 24
41 57 71
33 65 48
54 71 62
56 70 32
18 50 75
36 76 69
46 61 9
20 39 98
36 60 73
10 34 93
28 70 7
8 38 96
1 57 60
28 65 57
25 29 20
2 72 54
41 75 78
11 47 41
5 15 82
28 55 96
22 76 18
24 50 86
19 22 71
24 35 31
18 76 33
10 66 18
1 13 6
27 48 41
5 24 86
36 67 75
1 65 53
56 58 62
40 48 50
22 41 44
14 41 53
23 49 30
39 73 39
27 51 16
31 58 6
3 61 57
27 31 63
26 67 100
13 62 5
56 71 35
37 46 22
1 34 85
12 31 41
4 51 1
37 71 11
2 66 75
48 64 78
2 29 2
53 75 16
3 17 65
23 27 76
17 66 48
5 77 67
27 58 23
27 64 27
8 17 4
27 53 12
12 76 84
8 18 5
18 49 36
8 70 47
31 42 54
41 54 3
28 61 21
75 76 94
36 77 41
3 7 80
25 68 86
1 32 32
19 24 90
14 30 40
54 75 56
34 66 66
49 74 7
27 68 8
15 37 99
35 43 81
3 14 60
21 76 86
63 71 28
46 49 22
22 64 100
64 69 53
11 73 29
15 52 58
28 59 11
5 64 70
66 67 73
38 39 61
33 57 35
2 69 21
40 42 27
3 71 38
8 30 99
4 16 73
21 69 90
35 51 38
18 67 70
5 39 30
28 37 33
73 75 6
21 37 50
32 40 61
40 52 67
20 68 42
27 65 91
2 31 67
1 52 9
2 59 19
33 54 3
18 20 55
24 65 35
17 31 76
4 32 44
63 65 50
13 15 14
56 64 45
9 61 54
32 67 84
3 37 46
49 50 12
29 46 4
14 35 31
17 21 92
10 15 99
6 63 37
11 22 6
19 50 15
6 42 89
9 20 82
30 65 36
28 44 87
52 75 71
65 73 7
3 36 18
61 66 55
47 66 5
7 15 81
23 73 78
11 28 44
22 59 13
53 72 24
58 73 100
52 64 83
11 25 4
15 42 21
40 57 96
51 74 71
2 75 81
34 39 67
44 45 78
1 11 32
23 74 39
4 57 79
61 63 12
5 49 33
62 77 100
31 41 85
21 50 97
22 65 37
45 73 41
59 62 57
37 76 8
12 74 90
26 33 35
4 6 79
25 41 81
5 7 69
53 77 90
38 75 19
39 60 75
23 33 65
31 35 39
26 75 81
35 54 72
16 38 75
41 72 31
48 60 94
14 47 62
72 73 66
34 71 87
3 23 35
22 54 33
16 66 35
5 34 53
6 28 29
15 27 51
50 70 25
23 64 50
23 67 52
15 22 85
49 61 34
17 68 87
37 67 42
7 24 59
28 35 35
45 52 48
27 42 64
31 43 53
23 48 79
16 45 33
40 72 95
31 72 59
2 49 25
9 16 89
18 77 11
2 70 46
42 43 94
9 33 35
14 39 21
31 70 65
1 59 3
38 69 95
26 60 53
21 42 30
5 41 13
53 76 61
8 52 19
4 49 21
16 25 38
62 73 33
39 70 16
16 58 1
9 71 21
1 19 6
10 33 49
15 47 45
34 65 9
6 59 43
51 58 91
9 40 42
8 44 52
19 75 33
2 42 90
10 42 94
4 44 21
19 26 22
25 44 94
6 19 47
17 50 43
15 58 100
62 68 14
25 62 47
40 46 73
39 69 56
50 62 2
34 77 5
30 53 82
7 35 64
54 72 82
3 70 90
40 66 55
23 65 97
7 11 58
2 14 13
7 13 77
59 60 1
16 59 84
20 45 96
44 75 50
45 62 66
11 35 64
12 51 67
50 73 90
19 29 17
17 75 86
15 68 10
44 46 69
23 63 17
14 29 77
3 55 62
46 51 77
5 60 30
32 43 15
61 75 80
40 43 67
55 60 4
20 37 40
21 71 17
36 49 86
17 69 55
29 52 33
49 77 15
15 72 28
17 47 88
31 67 99
32 59 63
20 73 85
38 46 52
22 50 26
11 60 29
30 58 17
61 76 34
69 76 61
16 61 61
19 59 83
19 40 11
19 47 76
37 72 73
21 48 86
6 33 8
8 43 34
60 66 26
38 54 41
3 45 79
38 73 72
34 46 31
1 24 24
8 9 57
3 59 67
52 54 56
12 29 8
15 69 60
8 72 99
44 69 91
33 77 42
31 40 38
36 62 33
35 36 34
10 76 2
12 18 42
4 11 21
17 27 63
7 12 16
7 45 59
19 34 35
13 63 56
19 72 69
44 73 33
59 75 20
12 16 46
42 64 16
36 44 28
1 33 91
5 13 50
33 76 13
25 39 27
36 69 76
50 61 26
55 59 33
3 48 13
2 64 90
10 63 2
48 73 22
20 61 24
35 45 57
57 72 77
54 76 3
25 72 31
21 54 5
19 45 35
5 48 2
12 43 92
20 71 36
25 60 40
8 19 10
42 66 32
40 55 93
22 61 17
9 35 92
18 60 14
25 77 25
6 32 48
38 47 30
3 68 92
38 53 85
35 56 55
44 77 90
4 19 8
21 70 66
12 30 75
49 73 5
6 31 81
39 75 69
29 31 82
44 62 59
72 74 33
27 38 24
4 21 55
68 75 96
27 75 2
4 20 32
10 77 21
32 53 29
16 24 83
8 24 19
24 54 19
66 74 76
36 46 45
12 66 100
16 26 78
21 65 35
26 29 76
39 48 31
16 57 75
7 39 29
4 24 23
45 76 40
55 69 100
26 48 16
7 36 70
53 56 95
3 62 26
41 65 47
43 49 44
18 52 60
28 49 95
40 69 97
20 21 58
8 65 89
37 48 79
43 66 14
43 46 79
2 19 15
46 50 67
42 65 33
16 69 21
39 46 59
69 72 37
7 27 17
37 70 87
23 26 84
6 14 50
40 49 35
12 41 85
7 46 36
13 35 88
12 64 75
67 70 77
16 75 87
32 50 7
25 36 48
42 59 18
31 65 39
67 68 13
16 47 78
54 67 67
23 34 17
13 46 31
1 3 47
55 57 73
46 67 44
17 25 62
10 39 63
4 14 68
14 32 44
37 40 40
7 17 18
17 57 48
11 53 52
25 67 41
52 70 34
42 60 20
36 43 99
26 62 85
9 32 44
54 69 15
1 39 24
59 68 99
25 49 80
6 70 21
29 65 89
33 46 7
27 60 29
62 71 18
9 51 73
27 50 95
36 42 33
16 22 46
4 73 22
19 57 4
51 70 82
64 76 91
17 45 2
12 13 78
37 43 90
17 60 86
1 44 6
6 44 7
38 44 70
30 71 13
4 48 74
60 68 62
22 58 39
3 49 46
7 71 19
1 2 11
58 69 6
5 10 88
1 71 25
8 45 48
1 29 58
18 19 25
19 65 88
24 31 86
48 52 21
10 51 37
22 30 37
65 67 100
25 42 38
28 33 56
30 32 71
8 77 65
2 61 1
56 60 93
41 71 65
13 71 11
2 23 51
9 68 23
30 35 56
19 55 25
29 71 3
59 64 69
9 26 26
45 54 90
49 60 54
9 64 63
29 38 64
6 72 75
11 40 53
20 48 66
23 24 17
4 15 40
3 15 22
12 32 34
54 57 63
28 43 69
18 24 49
28 53 97
5 43 40
3 34 6
33 58 58
1 68 91
32 69 89
2 6 57
32 52 92
35 46 57
6 24 42
20 49 7
25 61 70
4 35 40
29 70 63
30 51 65
17 44 86
27 61 75
12 19 81
37 68 54
15 74 81
4 71 93
6 57 2
34 45 53
54 58 52
30 36 95
29 56 42
50 66 3
11 61 23
15 39 88
11 52 39
43 53 36
39 77 12
66 77 67
15 66 36
30 52 7
7 49 80
23 35 64
7 57 19
35 47 94
31 55 88
10 71 13
46 76 74
26 69 66
38 68 16
35 39 41
12 58 75
2 53 45
65 69 17
25 53 50
74 77 90
18 47 23
18 66 87
16 34 8
9 10 48
36 61 53
2 24 7
38 58 35
28 36 83
13 33 98
29 75 41
8 36 80
1 25 13
5 40 94
45 75 20
32 45 6
3 72 100
29 45 10
37 52 4
14 57 81
4 10 56
27 37 4
50 74 80
14 50 26
18 39 83
16 20 46
60 62 8
36 54 6
14 65 78
33 69 13
23 60 30
6 40 22
6 75 55
16 28 14
18 65 59
49 58 69
69 75 72
61 68 71
5 22 44
30 42 82
61 73 45
30 50 14
4 63 20
17 22 80
7 55 64
11 15 29
10 13 94
38 62 36
26 73 30
32 62 88
10 44 38
14 72 6
8 73 33
24 26 95
2 7 48
13 45 63
22 55 20
52 76 29
21 75 15
12 21 4
8 25 32
34 68 97
11 31 51
38 43 64
10 41 65
55 73 68
2 30 2
12 28 17
58 62 56
24 69 99
6 37 13
17 24 10
31 39 37
31 54 100
44 56 22
1 61 5
49 51 27
13 70 71
68 76 90
18 74 94
2 3 21
29 72 42
14 17 47
27 41 88
46 53 45
7 21 18
20 62 99
9 47 67
49 69 37
9 22 12
4 77 20
40 56 68
20 75 43
64 77 87
20 32 21
9 37 41
13 31 57
27 54 33
21 64 21
27 34 56
9 13 66
15 20 90
47 75 66
50 63 70
70 73 25
7 64 96
23 56 50
57 70 26
64 74 22
48 53 93
59 76 83
1 12 12
2 40 49
18 63 22
9 75 93
71 74 38
27 44 98
61 70 69
4 33 22
46 63 78
20 24 2
13 20 3
40 51 13
5 50 6
19 30 54
11 29 78
35 64 81
15 49 20
42 70 78
30 67 51
16 77 4
23 62 98
41 67 42
19 68 53
43 63 55
28 72 21
29 33 19
2 25 43
37 38 98
27 62 67
31 62 64
38 67 1
4 42 17
34 72 32
42 53 41
33 37 83
13 57 74
9 60 30
34 63 53
7 47 67
10 37 83
18 40 79
45 68 25
42 48 80
15 45 54
19 20 81
8 69 99
68 72 53
21 57 72
14 76 81
13 39 52
12 68 28
14 51 80
56 68 71
22 48 80
58 65 34
55 68 85
17 54 72
19 62 17
25 73 19
28 46 58
8 39 36
17 49 62
13 49 21
52 68 33
39 67 91
20 72 36
41 47 47
26 46 74
8 55 94
51 68 49
4 67 57
8 76 41
30 57 60
1 22 69
17 63 62
2 17 85
31 61 48
36 65 7
2 9 99
22 47 50
14 58 78
1 70 57
45 60 79
1 37 61
25 38 65
2 77 58
23 37 23
33 74 7
32 72 66
26 64 99
43 57 100
3 38 9
1 26 91
15 62 97
22 63 43
22 31 82
3 43 26
5 21 81
20 43 25
11 63 41
7 29 29
15 67 1
13 76 19
5 12 30
6 47 9
9 58 28
47 60 73
58 60 32
62 74 13
50 60 17
65 77 86
6 21 19
16 21 69
11 55 15
8 15 17
60 70 84
30 69 52
57 66 77
1 40 56
14 73 40
6 26 65
29 48 20
24 28 75
1 72 100
34 69 55
19 76 58
7 44 37
56 73 3
42 72 49
14 74 54
38 42 86
16 29 18
44 72 34
19 33 34
39 59 27
26 31 75
7 73 63
9 18 99
11 51 93
14 77 84
30 64 49
41 61 13
6 54 47
4 28 63
21 77 78
10 40 47
43 68 87
14 60 49
9 56 71
38 64 2
54 59 28
6 55 63
71 76 70
73 77 44
6 53 78
12 23 4
13 58 78
37 61 69
72 77 99
52 55 86
5 35 13
21 33 19
23 70 67
13 19 2
13 17 52
62 70 57
20 40 27
51 66 94
45 59 57
15 55 91
10 26 35
9 27 91
3 11 92
18 51 77
36 55 51
8 10 71
39 40 34
24 36 54
22 66 72
17 51 51
63 76 89
55 61 42
6 60 13
73 74 38
7 16 54
60 76 57
30 70 56
23 40 89
5 53 91
42 45 25
35 65 48
50 68 67
39 52 33
23 51 69
2 27 86
28 50 29
18 58 44
21 27 34
17 58 51
8 49 12
31 63 60
12 77 8
49 57 17
52 53 28
10 46 23
1 73 89
29 67 27
28 54 20
31 52 9
45 64 67
26 35 45
48 55 45
33 44 21
18 69 65
24 25 100
52 61 42
17 64 60
8 50 43
51 53 18
20 64 5
23 75 77
3 35 9
14 45 74
12 48 88
26 42 21
7 58 79
38 50 85
38 60 47
25 47 86
32 65 78
15 30 48
66 68 9
17 65 99
25 55 59
22 74 97
6 61 52
15 25 98
28 38 77
31 66 15
11 46 1
25 75 53
54 65 44
42 51 4
58 70 67
19 56 3
31 57 3
5 68 54
5 52 96
26 70 93
33 47 86
44 52 57
8 63 95
60 71 34
59 67 45
20 74 21
51 77 10
59 61 13
37 57 72
6 39 25
2 38 57
28 45 6
15 21 13
32 73 31
19 46 17
43 59 52
71 77 74
14 16 92
18 56 58
3 32 38
12 25 24
48 56 78
52 74 2
9 25 89
44 50 27
1 50 77
14 31 92
21 63 51
9 14 28
14 66 85
2 56 80
34 60 56
37 62 25
1 43 26
50 65 26
60 65 79
4 55 59
31 51 88
22 73 37
15 61 74
6 30 31
32 70 12
19 44 67
34 75 2
1 6 9
12 24 58
40 74 66
19 70 65
21 49 17
41 62 83
13 69 30
33 43 87
14 69 90
14 55 28
67 69 94
64 73 3
4 12 28
37 65 31
32 71 35
2 16 12
8 13 67
44 61 2
31 71 12
61 72 8
56 76 49
8 23 5
63 73 65
37 53 57
13 40 58
22 29 16
53 67 82
20 50 9
4 23 21
30 40 55
64 68 38
47 59 12
12 56 4
37 60 22
24 42 36
22 45 49
16 62 16
13 25 94
11 19 57
38 57 55
25 64 58
27 43 6
22 51 73
24 71 96
34 61 15
32 56 56
23 46 1
43 54 68
39 51 8
58 74 26
65 75 28
39 61 30
29 36 88
21 22 45
23 44 13
7 18 21
51 72 46
49 71 18
3 40 21
19 28 12
50 75 53
60 69 57
25 35 20
7 67 80
41 64 77
66 72 40
2 43 100
20 60 88
34 52 88
11 17 52
8 29 8
52 77 72
51 67 75
31 37 4
54 70 100
18 26 19
57 63 33
27 71 48
39 68 2
59 77 57
40 75 42
12 50 47
29 68 95
36 74 61
31 73 75
48 61 81
42 61 78
42 69 95
25 54 12
8 61 75
3 25 68
21 74 88
30 75 39
26 47 41
30 60 6
37 58 85
32 58 11
12 57 68
13 24 35
14 46 95
38 74 38
48 54 23
17 72 10
5 31 74
11 32 12
33 56 97
19 42 5
7 20 50
21 25 5
5 11 54
54 61 72
32 46 49
11 59 87
40 61 33
46 62 36
34 49 36
28 73 98
40 70 34
14 15 13
28 66 33
15 53 32
30 41 1
23 25 67
11 42 73
20 69 26
15 41 28
2 67 87
48 49 2
4 45 11
22 27 6
6 56 48
31 33 38
13 34 85
25 74 3
9 31 65
43 47 13
51 52 9
5 20 19
2 18 13
19 77 54
34 48 8
36 68 50
14 34 3
5 18 58
15 56 40
27 70 17
53 74 55
1 63 13
40 47 36
14 59 37
12 60 47
25 76 75
26 39 25
38 41 37
14 22 75
19 74 57
20 65 11
16 50 49
22 25 33
64 66 64
19 58 78
20 54 77
10 38 13
63 75 72
19 27 47
1 66 93
20 52 21
47 51 11
32 38 2
24 55 79
15 51 8
33 73 26
25 50 18
50 59 90
64 65 43
24 27 59
39 54 79
63 66 1
21 60 14
28 58 56
32 34 1
34 74 51
33 50 86
27 47 30
26 63 28
11 21 82
44 70 89
33 40 16
29 30 21
17 34 71
24 52 93
4 47 84
8 51 83
21 66 39
32 57 42
24 75 60
32 60 2
34 64 77
63 64 38
33 68 56
24 49 82
7 51 16
13 43 26
21 23 50
33 62 19
21 30 83
9 50 16
29 76 86
35 40 89
10 22 40
5 70 45
67 73 27
29 61 78
4 76 83
40 65 30
9 74 68
14 56 77
38 49 41
46 71 89
16 72 20
33 63 31
27 59 28
45 46 90
70 77 62
31 48 6
7 75 96
9 73 28
11 34 15
49 67 42
25 31 23
13 30 10
8 74 71
15 50 31
50 64 46
16 51 43
9 53 84
1 67 96
26 54 53
11 33 1
2 21 63
40 63 46
12 46 56
18 35 17
36 41 10
17 43 12
20 57 6
4 25 18
5 75 73
41 48 3
32 49 51
7 32 45
6 46 8
20 58 67
7 77 68
64 70 58
56 61 32
7 31 82
12 61 4
15 75 44
19 63 56
43 64 8
16 53 44
23 43 91
12 65 100
14 23 90
43 52 58
45 58 4
26 34 26
26 59 29
13 18 56
14 64 13
27 67 36
31 75 30
12 70 47
47 48 81
5 76 94
1 35 46
13 32 21
59 69 24
1 77 33
7 68 19
12 55 96
40 71 48
6 62 35
24 62 68
12 26 34
51 60 19
57 61 1
13 61 36
1 36 18
37 49 32
47 61 84
61 62 77
8 14 33
58 75 30
8 21 40
23 53 34
18 30 17
54 77 4
37 41 11
70 76 63
30 37 15
33 36 87
34 35 65
23 28 85
63 69 26
38 40 77
49 64 10
59 72 43
19 66 72
34 43 55
3 67 78
42 57 97
38 70 97
23 71 25
16 18 44
48 74 68
30 45 62
5 8 26
46 70 12
3 13 5
43 67 64
16 40 45
54 55 16
70 75 98
9 28 67
5 56 95
7 37 34
6 12 89
31 68 61
53 73 77
15 59 63
65 74 54
19 35 20
38 72 23
1 54 25
20 55 49
63 74 83
5 14 6
14 42 53
30 34 92
23 59 66
1 28 17
6 69 75
14 25 22
16 42 59
3 65 90
22 57 80
8 22 29
21 44 32
36 70 12
3 47 3
12 27 4
17 26 2
65 66 32
99 282
11 17 99
18 78 87
71 87 6
77 90 66
71 80 84
56 74 62
17 24 43
46 89 30
10 79 39
17 51 36
18 22 52
59 74 51
4 13 5
20 25 11
54 90 51
23 68 29
8 28 44
66 67 79
31 84 89
45 98 38
17 74 34
7 67 37
21 74 73
10 54 76
39 56 21
45 83 11
28 79 84
35 95 52
67 78 50
39 41 68
30 51 12
48 63 19
24 78 25
76 90 25
18 39 43
38 73 77
29 34 73
9 12 28
64 92 87
29 82 13
33 58 7
60 63 66
61 67 62
51 84 45
48 83 90
42 50 95
45 92 22
30 52 8
72 98 13
41 91 24
37 95 28
25 40 90
40 67 18
1 46 99
41 43 55
10 86 14
50 52 47
38 99 64
3 90 64
27 35 85
50 53 5
52 88 21
3 72 65
5 39 69
17 71 50
81 95 21
33 35 91
50 98 6
25 44 41
14 73 65
69 75 79
56 96 14
31 40 38
8 73 30
21 81 23
47 74 29
36 95 12
31 82 68
17 55 47
26 27 6
48 94 84
25 65 44
51 69 27
37 51 86
66 69 47
2 94 88
50 66 59
15 57 78
42 77 94
66 86 86
45 84 57
50 59 57
70 98 94
6 96 50
37 70 96
47 54 77
51 52 42
86 93 23
8 80 81
44 98 59
85 86 19
5 81 13
29 72 74
32 93 76
9 28 90
10 73 41
44 90 23
19 62 83
84 90 73
22 88 29
29 70 29
24 42 10
4 10 62
43 65 89
4 30 55
11 45 12
38 85 58
72 86 46
38 92 62
26 73 98
47 51 96
40 69 77
32 85 20
23 85 55
4 42 94
79 89 68
26 63 38
32 84 1
32 44 37
73 80 62
10 11 64
3 45 97
49 94 54
6 77 2
7 71 45
88 92 52
19 93 33
78 82 26
31 66 30
51 60 79
19 69 39
37 99 94
61 76 26
16 68 30
80 92 74
20 58 44
4 57 53
4 62 3
23 28 65
26 78 33
13 17 28
5 60 60
5 31 45
51 57 100
27 60 88
63 79 73
11 46 77
13 47 1
54 56 61
1 74 28
82 89 61
64 91 82
10 56 85
6 76 97
76 85 16
45 51 37
69 91 98
43 73 91
33 76 35
15 94 19
32 56 3
11 85 9
46 57 53
34 77 75
2 12 86
10 58 92
86 87 51
9 11 4
47 77 41
27 71 61
15 62 100
1 67 37
4 45 5
60 93 16
75 85 97
70 73 9
32 96 50
54 98 36
28 83 83
50 63 94
9 51 55
36 74 80
12 83 62
13 67 8
25 89 29
11 25 85
3 48 58
95 99 61
44 71 19
4 93 93
2 17 99
4 97 77
19 33 73
42 93 92
56 90 68
77 96 21
20 37 71
26 95 79
88 90 2
4 49 98
63 95 96
74 80 71
20 88 80
4 24 14
18 82 66
30 72 34
6 47 48
6 87 3
21 42 42
40 57 24
19 34 93
12 40 42
22 64 64
15 61 33
57 67 29
15 39 18
12 61 23
3 82 38
28 69 88
64 93 97
34 63 44
51 99 73
31 97 38
32 50 69
5 35 18
19 54 28
39 89 86
12 26 17
30 33 82
40 48 32
2 68 17
3 75 43
6 17 88
5 97 66
37 80 36
3 42 3
32 57 63
61 89 54
24 39 82
8 35 44
15 46 59
12 59 13
1 88 97
56 77 7
8 59 96
53 98 77
4 87 11
3 35 93
47 90 15
55 59 18
71 82 41
11 55 8
6 10 46
25 29 32
59 87 37
21 44 26
22 32 69
48 49 50
12 94 26
36 45 22
18 94 24
44 61 74
48 61 45
46 86 28
66 71 100
14 80 71
10 42 52
52 89 66
28 91 47
17 27 41
30 37 60
5 13 51
43 536
22 27 51
16 28 23
27 34 48
21 39 50
29 32 76
18 34 50
7 22 41
15 27 75
6 11 41
31 36 44
14 17 59
1 2 57
3 17 31
23 40 85
22 43 4
7 42 41
20 27 73
1 32 28
3 43 73
4 33 71
18 28 19
17 32 76
12 26 6
25 33 51
2 5 92
8 32 11
20 40 24
31 35 98
9 43 30
20 43 47
30 34 71
25 29 58
28 43 57
7 39 27
36 41 49
14 28 10
22 30 16
19 33 17
26 36 57
1 33 50
26 34 40
4 8 78
15 33 57
8 33 76
30 31 91
1 3 17
10 13 42
4 31 32
14 21 51
6 31 49
9 35 3
34 40 79
19 29 54
2 43 86
12 42 69
2 19 85
25 37 34
4 42 80
3 27 94
33 42 37
19 25 68
21 28 53
13 26 77
20 26 26
15 37 43
17 22 26
9 32 62
24 33 42
16 21 92
16 34 52
9 24 88
15 20 69
1 28 61
18 29 62
38 40 89
11 13 36
12 33 1
22 26 95
9 17 62
12 20 8
19 28 36
18 36 71
2 31 30
29 41 23
9 20 79
3 37 18
7 24 19
9 33 1
25 27 100
20 28 53
25 36 68
20 21 50
2 24 42
12 39 7
26 40 47
11 31 83
25 41 66
16 24 8
18 32 8
11 38 62
19 37 35
3 30 4
10 35 42
7 31 91
6 19 64
21 31 68
19 40 83
2 36 72
29 40 59
3 40 48
1 27 61
29 31 12
7 25 70
25 30 21
8 41 50
13 24 89
7 27 36
32 36 29
19 34 99
42 43 60
19 36 46
2 32 11
17 43 83
26 38 46
15 41 45
9 36 11
29 35 14
18 22 20
27 28 42
31 38 84
4 29 42
12 38 25
12 30 90
26 29 4
10 33 71
9 37 19
14 27 14
4 36 56
12 24 13
2 41 2
18 25 50
14 43 47
33 39 41
10 17 10
21 33 40
10 34 81
10 32 40
15 19 43
24 28 37
20 34 46
4 30 28
3 39 46
40 42 31
7 10 66
9 18 74
41 43 36
25 35 85
2 10 70
1 7 24
11 20 67
12 32 49
7 18 33
13 36 79
8 21 29
1 16 94
13 19 68
21 41 69
1 26 14
6 42 15
29 33 30
17 41 99
6 18 2
37 39 48
6 34 32
2 16 39
5 13 2
24 29 66
1 6 93
6 40 75
9 38 9
30 33 9
25 28 43
2 34 37
37 38 99
22 37 17
14 39 62
7 19 35
33 41 90
7 9 95
4 24 47
10 22 75
8 24 45
23 28 41
38 43 27
1 11 12
5 6 49
14 32 72
5 7 28
1 34 85
40 41 54
18 42 48
5 9 21
12 22 6
5 29 40
5 31 1
18 31 84
23 26 3
17 29 85
10 11 36
22 25 92
4 21 90
12 40 28
6 37 1
12 37 92
27 31 75
9 26 40
27 37 10
2 14 85
13 38 41
17 28 87
8 17 43
13 34 22
22 38 31
5 40 35
25 31 89
12 17 30
37 41 56
19 24 85
4 9 11
27 32 88
13 43 13
14 36 83
17 33 3
9 22 82
23 27 21
2 7 52
11 39 3
13 27 50
12 23 58
3 42 69
23 32 44
17 37 14
5 38 7
17 34 70
24 43 26
6 21 48
4 32 7
19 31 83
21 37 28
3 11 99
30 42 68
30 43 25
18 41 48
39 40 74
14 41 33
19 39 29
10 21 67
25 42 49
21 25 18
5 20 13
19 35 78
20 32 30
11 12 51
8 13 38
30 41 98
23 42 8
32 42 62
2 29 80
5 21 29
8 20 72
16 39 86
30 37 28
31 40 12
28 32 82
14 24 38
3 4 35
1 15 40
7 35 4
1 38 85
32 39 3
17 36 56
18 35 80
18 19 72
4 34 99
13 37 22
9 25 13
18 21 41
12 36 70
21 36 91
6 39 66
4 25 35
23 35 7
3 10 64
3 18 8
5 37 80
29 34 51
3 32 89
2 35 78
27 36 72
10 12 16
34 42 46
10 28 83
9 29 94
28 41 8
24 36 16
13 22 40
34 36 31
20 24 41
2 8 77
15 17 55
14 33 70
6 15 81
5 18 75
6 9 62
18 43 60
8 11 1
4 17 26
5 16 83
13 16 32
15 36 86
6 25 49
10 43 36
8 10 68
4 14 47
11 43 90
1 25 42
17 23 70
8 15 6
8 30 1
17 38 8
17 39 2
21 42 53
6 43 50
26 32 28
18 23 92
8 28 72
3 8 52
2 18 43
36 42 15
5 32 32
7 40 95
15 40 66
23 34 67
17 30 67
10 26 41
1 37 19
23 38 21
1 36 26
2 28 49
17 24 34
32 37 57
14 42 83
13 29 75
16 29 76
9 30 34
32 41 74
9 19 38
3 25 37
5 11 86
16 41 42
17 20 43
